Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
302.016000,ExampleTwo,Insert,1854,S,1,3448.00,GFD,0.00,3448.00,3447.00,181.20,-1,1,180.20,117.30,33.14,504,503
302.067437,ExampleTwo,Fill,1854,S,-1,3448.00,GFD,-0.34,3448.00,3448.00,3629.54,-1,0,181.54,116.96,33.14,504,504
302.067437,ExampleTwo,Hedge,,B,1,3448.50,,0.00,3448.00,3448.00,181.04,0,0,181.04,116.96,33.14,504,504
302.250000,ExampleOne,Tick,,,,,,0.00,3448.00,3449.00,552.98,-101,101,653.98,103.02,1212.00,355,254
302.250000,TraderOne,Tick,,,,,,0.00,3448.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
302.250000,ExampleTwo,Tick,,,,,,0.00,3448.00,3449.00,181.04,0,0,181.04,116.96,33.14,504,504
302.266000,ExampleTwo,Cancel,1853,B,-1,3447.00,GFD,0.00,3448.00,3449.00,181.04,0,0,181.04,116.96,33.14,504,504
302.266000,ExampleTwo,Insert,1855,B,1,3448.00,GFD,0.00,3448.00,3449.00,181.04,0,0,181.04,116.96,33.14,504,504
302.266000,ExampleTwo,Insert,1856,S,1,3449.00,GFD,0.00,3448.00,3449.00,181.04,0,0,181.04,116.96,33.14,504,504
302.500000,ExampleOne,Tick,,,,,,0.00,3449.00,3449.00,552.98,-101,101,552.98,103.02,1212.00,355,254
302.500000,TraderOne,Tick,,,,,,0.00,3449.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
302.500000,ExampleTwo,Tick,,,,,,0.00,3449.00,3449.00,181.04,0,0,181.04,116.96,33.14,504,504
302.632085,ExampleTwo,Fill,1855,B,-1,3448.00,GFD,-0.34,3449.00,3448.00,-3266.62,0,1,181.38,116.62,33.14,505,504
302.632085,ExampleTwo,Hedge,,S,1,3448.50,,0.00,3449.00,3448.00,181.88,-1,1,180.88,116.62,33.14,505,504
302.750000,ExampleOne,Tick,,,,,,0.00,3449.00,3446.00,552.98,-101,101,249.98,103.02,1212.00,355,254
302.750000,TraderOne,Tick,,,,,,0.00,3449.00,3446.00,0.00,0,0,0.00,0.00,0.00,0,0
302.750000,ExampleTwo,Tick,,,,,,0.00,3449.00,3446.00,181.88,-1,1,178.88,116.62,33.14,505,504
302.771258,ExampleTwo,Fill,1856,S,-1,3449.00,GFD,-0.34,3449.00,3449.00,3631.22,-1,0,182.22,116.28,33.14,505,505
302.771258,ExampleTwo,Hedge,,B,1,3448.50,,0.00,3449.00,3449.00,182.72,0,0,182.72,116.28,33.14,505,505
302.781000,ExampleTwo,Insert,1857,B,1,3447.00,GFD,0.00,3449.00,3451.00,182.72,0,0,182.72,116.28,33.14,505,505
302.781000,ExampleTwo,Insert,1858,S,1,3448.00,GFD,0.00,3449.00,3451.00,182.72,0,0,182.72,116.28,33.14,505,505
302.920147,ExampleTwo,Fill,1857,B,-1,3447.00,GFD,-0.34,3448.00,3447.00,-3263.94,0,1,183.06,115.94,33.14,506,505
302.920147,ExampleTwo,Hedge,,S,1,3448.50,,0.00,3448.00,3447.00,184.56,-1,1,183.56,115.94,33.14,506,505
303.000000,ExampleOne,Tick,,,,,,0.00,3448.00,3447.00,552.98,-101,101,451.98,103.02,1212.00,355,254
303.000000,TraderOne,Tick,,,,,,0.00,3448.00,3447.00,0.00,0,0,0.00,0.00,0.00,0,0
303.000000,ExampleTwo,Tick,,,,,,0.00,3448.00,3447.00,184.56,-1,1,183.56,115.94,33.14,506,505
303.016000,ExampleTwo,Insert,1859,B,1,3447.00,GFD,0.00,3448.00,3447.00,184.56,-1,1,183.56,115.94,33.14,506,505
303.200099,ExampleTwo,Fill,1858,S,-1,3448.00,GFD,-0.34,3448.00,3448.00,3632.90,-1,0,184.90,115.60,33.14,506,506
303.200099,ExampleTwo,Hedge,,B,1,3448.50,,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.250000,ExampleOne,Tick,,,,,,0.00,3448.00,3448.00,552.98,-101,101,552.98,103.02,1212.00,355,254
303.250000,TraderOne,Tick,,,,,,0.00,3448.00,3448.00,0.00,0,0,0.00,0.00,0.00,0,0
303.250000,ExampleTwo,Tick,,,,,,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.266000,ExampleTwo,Cancel,1859,B,-1,3447.00,GFD,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.266000,ExampleTwo,Insert,1860,B,1,3448.00,GFD,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.266000,ExampleTwo,Insert,1861,S,1,3449.00,GFD,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.500000,ExampleOne,Tick,,,,,,0.00,3448.00,3448.00,552.98,-101,101,552.98,103.02,1212.00,355,254
303.500000,TraderOne,Tick,,,,,,0.00,3448.00,3448.00,0.00,0,0,0.00,0.00,0.00,0,0
303.500000,ExampleTwo,Tick,,,,,,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.750000,ExampleOne,Tick,,,,,,0.00,3448.00,3448.00,552.98,-101,101,552.98,103.02,1212.00,355,254
303.750000,TraderOne,Tick,,,,,,0.00,3448.00,3448.00,0.00,0,0,0.00,0.00,0.00,0,0
303.750000,ExampleTwo,Tick,,,,,,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.766000,ExampleTwo,Cancel,1860,B,-1,3448.00,GFD,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.766000,ExampleTwo,Cancel,1861,S,-1,3449.00,GFD,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.766000,ExampleTwo,Insert,1862,B,1,3447.00,GFD,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.766000,ExampleTwo,Insert,1863,S,1,3448.00,GFD,0.00,3448.00,3448.00,184.40,0,0,184.40,115.60,33.14,506,506
303.766000,ExampleTwo,Fill,1863,S,-1,3448.00,GFD,0.69,3448.00,3448.00,3631.71,0,-1,183.71,116.29,33.14,506,507
303.766000,ExampleTwo,Hedge,,B,1,3447.50,,0.00,3448.00,3448.00,184.21,1,-1,184.21,116.29,33.14,506,507
304.000000,ExampleOne,Tick,,,,,,0.00,3447.00,3451.00,552.98,-101,101,956.98,103.02,1212.00,355,254
304.000000,TraderOne,Tick,,,,,,0.00,3447.00,3451.00,0.00,0,0,0.00,0.00,0.00,0,0
304.000000,ExampleTwo,Tick,,,,,,0.00,3447.00,3451.00,184.21,1,-1,180.21,116.29,33.14,506,507
304.016000,ExampleTwo,Cancel,1862,B,-1,3447.00,GFD,0.00,3447.00,3451.00,184.21,1,-1,180.21,116.29,33.14,506,507
304.016000,ExampleTwo,Insert,1864,B,1,3448.00,GFD,0.00,3447.00,3451.00,184.21,1,-1,180.21,116.29,33.14,506,507
304.016000,ExampleTwo,Insert,1865,S,1,3449.00,GFD,0.00,3447.00,3451.00,184.21,1,-1,180.21,116.29,33.14,506,507
304.016000,ExampleTwo,Fill,1865,S,-1,3450.00,GFD,0.69,3447.00,3450.00,3633.52,1,-2,180.52,116.98,33.14,506,508
304.016000,ExampleTwo,Hedge,,B,1,3447.50,,0.00,3447.00,3450.00,186.02,2,-2,180.02,116.98,33.14,506,508
304.250000,ExampleOne,Tick,,,,,,0.00,3447.00,3450.00,552.98,-101,101,855.98,103.02,1212.00,355,254
304.250000,TraderOne,Tick,,,,,,0.00,3447.00,3450.00,0.00,0,0,0.00,0.00,0.00,0,0
304.250000,ExampleTwo,Tick,,,,,,0.00,3447.00,3450.00,186.02,2,-2,180.02,116.98,33.14,506,508
304.281000,ExampleTwo,Cancel,1864,B,-1,3448.00,GFD,0.00,3447.00,3450.00,186.02,2,-2,180.02,116.98,33.14,506,508
304.281000,ExampleTwo,Insert,1866,B,1,3449.00,GFD,0.00,3447.00,3450.00,186.02,2,-2,180.02,116.98,33.14,506,508
304.281000,ExampleTwo,Insert,1867,S,1,3450.00,GFD,0.00,3447.00,3450.00,186.02,2,-2,180.02,116.98,33.14,506,508
304.281000,ExampleTwo,Fill,1867,S,-1,3450.00,GFD,0.69,3447.00,3450.00,3635.33,2,-3,179.33,117.67,33.14,506,509
304.281000,ExampleTwo,Hedge,,B,1,3447.50,,0.00,3447.00,3450.00,187.83,3,-3,178.83,117.67,33.14,506,509
304.462975,ExampleTwo,Fill,1866,B,-1,3449.00,GFD,-0.34,3447.00,3449.00,-3260.83,3,-2,182.17,117.33,33.14,507,509
304.462975,ExampleTwo,Hedge,,S,1,3447.50,,0.00,3447.00,3449.00,186.67,2,-2,182.67,117.33,33.14,507,509
304.500000,ExampleOne,Tick,,,,,,0.00,3447.00,3448.00,552.98,-101,101,653.98,103.02,1212.00,355,254
304.500000,TraderOne,Tick,,,,,,0.00,3447.00,3448.00,0.00,0,0,0.00,0.00,0.00,0,0
304.500000,ExampleTwo,Tick,,,,,,0.00,3447.00,3448.00,186.67,2,-2,184.67,117.33,33.14,507,509
304.500000,ExampleTwo,Insert,1868,B,1,3449.00,GFD,0.00,3447.00,3448.00,186.67,2,-2,184.67,117.33,33.14,507,509
304.516000,ExampleTwo,Insert,1869,S,1,3450.00,GFD,0.00,3447.00,3448.00,186.67,2,-2,184.67,117.33,33.14,507,509
304.561513,ExampleTwo,Fill,1869,S,-1,3450.00,GFD,-0.34,3447.00,3450.00,3637.01,2,-3,181.01,116.99,33.14,507,510
304.561513,ExampleTwo,Hedge,,B,1,3447.50,,0.00,3447.00,3450.00,189.51,3,-3,180.51,116.99,33.14,507,510
304.620834,ExampleTwo,Fill,1868,B,-1,3449.00,GFD,-0.34,3447.00,3449.00,-3259.15,3,-2,183.85,116.65,33.14,508,510
304.620834,ExampleTwo,Hedge,,S,1,3447.50,,0.00,3447.00,3449.00,188.35,2,-2,184.35,116.65,33.14,508,510
304.750000,ExampleOne,Tick,,,,,,0.00,3448.00,3448.00,552.98,-101,101,552.98,103.02,1212.00,355,254
304.750000,TraderOne,Tick,,,,,,0.00,3448.00,3448.00,0.00,0,0,0.00,0.00,0.00,0,0
304.750000,ExampleTwo,Tick,,,,,,0.00,3448.00,3448.00,188.35,2,-2,188.35,116.65,33.14,508,510
304.766000,ExampleTwo,Insert,1870,B,1,3450.00,GFD,0.00,3448.00,3448.00,188.35,2,-2,188.35,116.65,33.14,508,510
304.766000,ExampleTwo,Insert,1871,S,1,3451.00,GFD,0.00,3448.00,3448.00,188.35,2,-2,188.35,116.65,33.14,508,510
305.000000,ExampleOne,Tick,,,,,,0.00,3448.00,3451.00,552.98,-101,101,855.98,103.02,1212.00,355,254
305.000000,TraderOne,Tick,,,,,,0.00,3448.00,3451.00,0.00,0,0,0.00,0.00,0.00,0,0
305.000000,ExampleTwo,Tick,,,,,,0.00,3448.00,3451.00,188.35,2,-2,182.35,116.65,33.14,508,510
305.005270,ExampleTwo,Fill,1870,B,-1,3450.00,GFD,-0.34,3448.00,3450.00,-3261.31,2,-1,184.69,116.31,33.14,509,510
305.005270,ExampleTwo,Hedge,,S,1,3448.50,,0.00,3448.00,3450.00,187.19,1,-1,185.19,116.31,33.14,509,510
305.122628,ExampleTwo,Fill,1871,S,-1,3451.00,GFD,-0.35,3448.00,3451.00,3638.54,1,-2,184.54,115.96,33.14,509,511
305.122628,ExampleTwo,Hedge,,B,1,3448.00,,0.00,3448.00,3451.00,190.54,2,-2,184.54,115.96,33.14,509,511
305.250000,ExampleOne,Tick,,,,,,0.00,3448.00,3452.00,552.98,-101,101,956.98,103.02,1212.00,355,254
305.250000,TraderOne,Tick,,,,,,0.00,3448.00,3452.00,0.00,0,0,0.00,0.00,0.00,0,0
305.250000,ExampleTwo,Tick,,,,,,0.00,3448.00,3452.00,190.54,2,-2,182.54,115.96,33.14,509,511
305.266000,ExampleTwo,Insert,1872,B,1,3449.00,GFD,0.00,3446.00,3452.00,190.54,2,-2,182.54,115.96,33.14,509,511
305.281000,ExampleTwo,Insert,1873,S,1,3450.00,GFD,0.00,3446.00,3452.00,190.54,2,-2,182.54,115.96,33.14,509,511
305.281000,ExampleTwo,Fill,1873,S,-1,3450.00,GFD,0.69,3446.00,3450.00,3639.85,2,-3,181.85,116.65,33.14,509,512
305.281000,ExampleTwo,Hedge,,B,1,3446.50,,0.00,3446.00,3450.00,193.35,3,-3,181.35,116.65,33.14,509,512
305.500000,ExampleOne,Tick,,,,,,0.00,3447.00,3452.00,552.98,-101,101,1057.98,103.02,1212.00,355,254
305.500000,TraderOne,Tick,,,,,,0.00,3447.00,3452.00,0.00,0,0,0.00,0.00,0.00,0,0
305.500000,ExampleTwo,Tick,,,,,,0.00,3447.00,3452.00,193.35,3,-3,178.35,116.65,33.14,509,512
305.531000,ExampleTwo,Insert,1874,S,1,3450.00,GFD,0.00,3447.00,3452.00,193.35,3,-3,178.35,116.65,33.14,509,512
305.531000,ExampleTwo,Fill,1874,S,-1,3450.00,GFD,0.69,3447.00,3450.00,3642.66,3,-4,183.66,117.34,33.14,509,513
305.531000,ExampleTwo,Hedge,,B,1,3446.50,,0.00,3447.00,3450.00,196.16,4,-4,184.16,117.34,33.14,509,513
305.629066,ExampleTwo,Fill,1872,B,-1,3449.00,GFD,-0.34,3447.00,3449.00,-3252.50,4,-3,188.50,117.00,33.14,510,513
305.629066,ExampleTwo,Hedge,,S,1,3446.50,,0.00,3447.00,3449.00,194.00,3,-3,188.00,117.00,33.14,510,513
305.750000,ExampleOne,Tick,,,,,,0.00,3447.00,3448.00,552.98,-101,101,653.98,103.02,1212.00,355,254
305.750000,TraderOne,Tick,,,,,,0.00,3447.00,3448.00,0.00,0,0,0.00,0.00,0.00,0,0
305.750000,ExampleTwo,Tick,,,,,,0.00,3447.00,3448.00,194.00,3,-3,191.00,117.00,33.14,510,513
305.766000,ExampleTwo,Insert,1875,B,1,3449.00,GFD,0.00,3447.00,3448.00,194.00,3,-3,191.00,117.00,33.14,510,513
305.766000,ExampleTwo,Insert,1876,S,1,3450.00,GFD,0.00,3447.00,3448.00,194.00,3,-3,191.00,117.00,33.14,510,513
305.772544,ExampleTwo,Fill,1875,B,-1,3449.00,GFD,-0.34,3447.00,3449.00,-3254.66,3,-2,188.34,116.66,33.14,511,513
305.772544,ExampleTwo,Hedge,,S,1,3446.50,,0.00,3447.00,3449.00,191.84,2,-2,187.84,116.66,33.14,511,513
306.000000,ExampleOne,Tick,,,,,,0.00,3447.00,3449.00,552.98,-101,101,754.98,103.02,1212.00,355,254
306.000000,TraderOne,Tick,,,,,,0.00,3447.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
306.000000,ExampleTwo,Tick,,,,,,0.00,3447.00,3449.00,191.84,2,-2,187.84,116.66,33.14,511,513
306.016000,ExampleTwo,Cancel,1876,S,-1,3450.00,GFD,0.00,3447.00,3449.00,191.84,2,-2,187.84,116.66,33.14,511,513
306.016000,ExampleTwo,Insert,1877,B,1,3448.00,GFD,0.00,3447.00,3449.00,191.84,2,-2,187.84,116.66,33.14,511,513
306.016000,ExampleTwo,Insert,1878,S,1,3449.00,GFD,0.00,3447.00,3449.00,191.84,2,-2,187.84,116.66,33.14,511,513
306.133930,ExampleTwo,Fill,1878,S,-1,3449.00,GFD,-0.34,3447.00,3449.00,3641.18,2,-3,188.18,116.32,33.14,511,514
306.133930,ExampleTwo,Hedge,,B,1,3446.50,,0.00,3447.00,3449.00,194.68,3,-3,188.68,116.32,33.14,511,514
306.250000,ExampleOne,Tick,,,,,,0.00,3447.00,3449.00,552.98,-101,101,754.98,103.02,1212.00,355,254
306.250000,TraderOne,Tick,,,,,,0.00,3447.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
306.250000,ExampleTwo,Tick,,,,,,0.00,3447.00,3449.00,194.68,3,-3,188.68,116.32,33.14,511,514
306.266000,ExampleTwo,Cancel,1877,B,-1,3448.00,GFD,0.00,3447.00,3449.00,194.68,3,-3,188.68,116.32,33.14,511,514
306.266000,ExampleTwo,Insert,1879,B,1,3450.00,GFD,0.00,3447.00,3449.00,194.68,3,-3,188.68,116.32,33.14,511,514
306.266000,ExampleTwo,Insert,1880,S,1,3451.00,GFD,0.00,3447.00,3449.00,194.68,3,-3,188.68,116.32,33.14,511,514
306.432122,ExampleTwo,Fill,1880,S,-1,3451.00,GFD,-0.35,3448.00,3451.00,3646.03,3,-4,186.03,115.97,33.14,511,515
306.432122,ExampleTwo,Hedge,,B,1,3447.50,,0.00,3448.00,3451.00,198.53,4,-4,186.53,115.97,33.14,511,515
306.459795,ExampleTwo,Fill,1879,B,-1,3450.00,GFD,-0.34,3448.00,3450.00,-3251.13,4,-3,190.87,115.63,33.14,512,515
306.459795,ExampleTwo,Hedge,,S,1,3447.50,,0.00,3448.00,3450.00,196.37,3,-3,190.37,115.63,33.14,512,515
306.500000,ExampleOne,Tick,,,,,,0.00,3448.00,3449.00,552.98,-101,101,653.98,103.02,1212.00,355,254
306.500000,TraderOne,Tick,,,,,,0.00,3448.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
306.500000,ExampleTwo,Tick,,,,,,0.00,3448.00,3449.00,196.37,3,-3,193.37,115.63,33.14,512,515
306.531000,ExampleTwo,Insert,1881,B,1,3450.00,GFD,0.00,3448.00,3449.00,196.37,3,-3,193.37,115.63,33.14,512,515
306.531000,ExampleTwo,Insert,1882,S,1,3451.00,GFD,0.00,3448.00,3449.00,196.37,3,-3,193.37,115.63,33.14,512,515
306.549773,ExampleTwo,Fill,1881,B,-1,3450.00,GFD,-0.34,3448.00,3450.00,-3253.29,3,-2,190.71,115.29,33.14,513,515
306.549773,ExampleTwo,Hedge,,S,1,3447.50,,0.00,3448.00,3450.00,194.21,2,-2,190.21,115.29,33.14,513,515
306.750000,ExampleOne,Tick,,,,,,0.00,3448.00,3450.00,552.98,-101,101,754.98,103.02,1212.00,355,254
306.750000,TraderOne,Tick,,,,,,0.00,3448.00,3450.00,0.00,0,0,0.00,0.00,0.00,0,0
306.750000,ExampleTwo,Tick,,,,,,0.00,3448.00,3450.00,194.21,2,-2,190.21,115.29,33.14,513,515
306.766000,ExampleTwo,Cancel,1882,S,-1,3451.00,GFD,0.00,3448.00,3450.00,194.21,2,-2,190.21,115.29,33.14,513,515
306.766000,ExampleTwo,Insert,1883,B,1,3449.00,GFD,0.00,3448.00,3450.00,194.21,2,-2,190.21,115.29,33.14,513,515
306.766000,ExampleTwo,Insert,1884,S,1,3450.00,GFD,0.00,3448.00,3450.00,194.21,2,-2,190.21,115.29,33.14,513,515
307.000000,ExampleOne,Tick,,,,,,0.00,3447.00,3450.00,552.98,-101,101,855.98,103.02,1212.00,355,254
307.000000,TraderOne,Tick,,,,,,0.00,3447.00,3450.00,0.00,0,0,0.00,0.00,0.00,0,0
307.000000,ExampleTwo,Tick,,,,,,0.00,3447.00,3450.00,194.21,2,-2,188.21,115.29,33.14,513,515
307.250000,ExampleOne,Tick,,,,,,0.00,3447.00,3450.00,552.98,-101,101,855.98,103.02,1212.00,355,254
307.250000,TraderOne,Tick,,,,,,0.00,3447.00,3450.00,0.00,0,0,0.00,0.00,0.00,0,0
307.250000,ExampleTwo,Tick,,,,,,0.00,3447.00,3450.00,194.21,2,-2,188.21,115.29,33.14,513,515
307.473091,ExampleTwo,Fill,1883,B,-1,3449.00,GFD,-0.34,3446.00,3449.00,-3254.45,2,-1,188.55,114.95,33.14,514,515
307.473091,ExampleTwo,Hedge,,S,1,3446.50,,0.00,3446.00,3449.00,192.05,1,-1,189.05,114.95,33.14,514,515
307.500000,ExampleOne,Tick,,,,,,0.00,3446.00,3449.00,552.98,-101,101,855.98,103.02,1212.00,355,254
307.500000,TraderOne,Tick,,,,,,0.00,3446.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
307.500000,ExampleTwo,Tick,,,,,,0.00,3446.00,3449.00,192.05,1,-1,189.05,114.95,33.14,514,515
307.531000,ExampleTwo,Cancel,1884,S,-1,3450.00,GFD,0.00,3446.00,3449.00,192.05,1,-1,189.05,114.95,33.14,514,515
307.531000,ExampleTwo,Insert,1885,B,1,3447.00,GFD,0.00,3446.00,3449.00,192.05,1,-1,189.05,114.95,33.14,514,515
307.531000,ExampleTwo,Insert,1886,S,1,3448.00,GFD,0.00,3446.00,3449.00,192.05,1,-1,189.05,114.95,33.14,514,515
307.531000,ExampleTwo,Fill,1886,S,-1,3449.00,GFD,0.69,3446.00,3449.00,3640.36,1,-2,188.36,115.64,33.14,514,516
307.531000,ExampleTwo,Hedge,,B,1,3446.50,,0.00,3446.00,3449.00,193.86,2,-2,187.86,115.64,33.14,514,516
307.750000,ExampleOne,Tick,,,,,,0.00,3446.00,3449.00,552.98,-101,101,855.98,103.02,1212.00,355,254
307.750000,TraderOne,Tick,,,,,,0.00,3446.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
307.750000,ExampleTwo,Tick,,,,,,0.00,3446.00,3449.00,193.86,2,-2,187.86,115.64,33.14,514,516
307.766000,ExampleTwo,Cancel,1885,B,-1,3447.00,GFD,0.00,3446.00,3449.00,193.86,2,-2,187.86,115.64,33.14,514,516
307.766000,ExampleTwo,Insert,1887,B,1,3448.00,GFD,0.00,3446.00,3449.00,193.86,2,-2,187.86,115.64,33.14,514,516
307.766000,ExampleTwo,Insert,1888,S,1,3449.00,GFD,0.00,3446.00,3449.00,193.86,2,-2,187.86,115.64,33.14,514,516
307.766000,ExampleTwo,Fill,1888,S,-1,3449.00,GFD,0.69,3446.00,3449.00,3642.17,2,-3,187.17,116.33,33.14,514,517
307.766000,ExampleTwo,Hedge,,B,1,3446.50,,0.00,3446.00,3449.00,195.67,3,-3,186.67,116.33,33.14,514,517
308.000000,ExampleOne,Tick,,,,,,0.00,3446.00,3449.00,552.98,-101,101,855.98,103.02,1212.00,355,254
308.000000,TraderOne,Tick,,,,,,0.00,3446.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
308.000000,ExampleTwo,Tick,,,,,,0.00,3446.00,3449.00,195.67,3,-3,186.67,116.33,33.14,514,517
308.016000,ExampleTwo,Cancel,1887,B,-1,3448.00,GFD,0.00,3446.00,3449.00,195.67,3,-3,186.67,116.33,33.14,514,517
308.016000,ExampleTwo,Insert,1889,B,1,3449.00,GFD,0.00,3446.00,3449.00,195.67,3,-3,186.67,116.33,33.14,514,517
308.016000,ExampleTwo,Insert,1890,S,1,3450.00,GFD,0.00,3446.00,3449.00,195.67,3,-3,186.67,116.33,33.14,514,517
308.250000,ExampleOne,Tick,,,,,,0.00,3446.00,3449.00,552.98,-101,101,855.98,103.02,1212.00,355,254
308.250000,TraderOne,Tick,,,,,,0.00,3446.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
308.250000,ExampleTwo,Tick,,,,,,0.00,3446.00,3449.00,195.67,3,-3,186.67,116.33,33.14,514,517
308.266000,ExampleTwo,Cancel,1890,S,-1,3450.00,GFD,0.00,3446.00,3449.00,195.67,3,-3,186.67,116.33,33.14,514,517
308.266000,ExampleTwo,Insert,1891,S,1,3451.00,GFD,0.00,3446.00,3449.00,195.67,3,-3,186.67,116.33,33.14,514,517
308.500000,ExampleOne,Tick,,,,,,0.00,3447.00,3449.00,552.98,-101,101,754.98,103.02,1212.00,355,254
308.500000,TraderOne,Tick,,,,,,0.00,3447.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
308.500000,ExampleTwo,Tick,,,,,,0.00,3447.00,3449.00,195.67,3,-3,189.67,116.33,33.14,514,517
308.516000,ExampleTwo,Cancel,1889,B,-1,3449.00,GFD,0.00,3447.00,3449.00,195.67,3,-3,189.67,116.33,33.14,514,517
308.516000,ExampleTwo,Insert,1892,B,1,3450.00,GFD,0.00,3447.00,3449.00,195.67,3,-3,189.67,116.33,33.14,514,517
308.590036,ExampleTwo,Fill,1892,B,-1,3450.00,GFD,-0.34,3447.00,3450.00,-3253.99,3,-2,187.01,115.99,33.14,515,517
308.590036,ExampleTwo,Hedge,,S,1,3447.50,,0.00,3447.00,3450.00,193.51,2,-2,187.51,115.99,33.14,515,517
308.750000,ExampleOne,Tick,,,,,,0.00,3447.00,3449.00,552.98,-101,101,754.98,103.02,1212.00,355,254
308.750000,TraderOne,Tick,,,,,,0.00,3447.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
308.750000,ExampleTwo,Tick,,,,,,0.00,3447.00,3449.00,193.51,2,-2,189.51,115.99,33.14,515,517
308.750000,ExampleTwo,Cancel,1891,S,-1,3451.00,GFD,0.00,3447.00,3449.00,193.51,2,-2,189.51,115.99,33.14,515,517
308.750000,ExampleTwo,Insert,1893,B,1,3449.00,GFD,0.00,3447.00,3449.00,193.51,2,-2,189.51,115.99,33.14,515,517
308.750000,ExampleTwo,Insert,1894,S,1,3450.00,GFD,0.00,3447.00,3449.00,193.51,2,-2,189.51,115.99,33.14,515,517
308.777766,ExampleTwo,Fill,1893,B,-1,3449.00,GFD,-0.34,3447.00,3449.00,-3255.15,2,-1,189.85,115.65,33.14,516,517
308.777766,ExampleTwo,Hedge,,S,1,3447.50,,0.00,3447.00,3449.00,192.35,1,-1,190.35,115.65,33.14,516,517
309.000000,ExampleOne,Tick,,,,,,0.00,3447.00,3449.00,552.98,-101,101,754.98,103.02,1212.00,355,254
309.000000,TraderOne,Tick,,,,,,0.00,3447.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
309.000000,ExampleTwo,Tick,,,,,,0.00,3447.00,3449.00,192.35,1,-1,190.35,115.65,33.14,516,517
309.016000,ExampleTwo,Cancel,1894,S,-1,3450.00,GFD,0.00,3447.00,3449.00,192.35,1,-1,190.35,115.65,33.14,516,517
309.016000,ExampleTwo,Insert,1895,B,1,3448.00,GFD,0.00,3447.00,3449.00,192.35,1,-1,190.35,115.65,33.14,516,517
309.016000,ExampleTwo,Insert,1896,S,1,3449.00,GFD,0.00,3447.00,3449.00,192.35,1,-1,190.35,115.65,33.14,516,517
309.250000,ExampleOne,Tick,,,,,,0.00,3447.00,3448.00,552.98,-101,101,653.98,103.02,1212.00,355,254
309.250000,TraderOne,Tick,,,,,,0.00,3447.00,3448.00,0.00,0,0,0.00,0.00,0.00,0,0
309.250000,ExampleTwo,Tick,,,,,,0.00,3447.00,3448.00,192.35,1,-1,191.35,115.65,33.14,516,517
309.500000,ExampleOne,Tick,,,,,,0.00,3448.00,3448.00,552.98,-101,101,552.98,103.02,1212.00,355,254
309.500000,TraderOne,Tick,,,,,,0.00,3448.00,3448.00,0.00,0,0,0.00,0.00,0.00,0,0
309.500000,ExampleTwo,Tick,,,,,,0.00,3448.00,3448.00,192.35,1,-1,192.35,115.65,33.14,516,517
309.610160,ExampleTwo,Fill,1896,S,-1,3449.00,GFD,-0.34,3448.00,3449.00,3641.69,1,-2,191.69,115.31,33.14,516,518
309.610160,ExampleTwo,Hedge,,B,1,3447.50,,0.00,3448.00,3449.00,194.19,2,-2,192.19,115.31,33.14,516,518
309.750000,ExampleOne,Tick,,,,,,0.00,3449.00,3449.00,552.98,-101,101,552.98,103.02,1212.00,355,254
309.750000,TraderOne,Tick,,,,,,0.00,3449.00,3449.00,0.00,0,0,0.00,0.00,0.00,0,0
309.750000,ExampleTwo,Tick,,,,,,0.00,3449.00,3449.00,194.19,2,-2,194.19,115.31,33.14,516,518
309.766000,ExampleTwo,Cancel,1895,B,-1,3448.00,GFD,0.00,3449.00,3449.00,194.19,2,-2,194.19,115.31,33.14,516,518
309.766000,ExampleTwo,Insert,1897,B,1,3451.00,GFD,0.00,3449.00,3449.00,194.19,2,-2,194.19,115.31,33.14,516,518
